STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Pays,INDICATOR,Indicateur,SUBJECT,Sujet,MEASURE,Mesure,FREQUENCY,Fréquence,TIME_PERIOD,Temps,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,République slovaque,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1985,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IDN,Indonésie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1991,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SAU,Arabie saoudite,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1990,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Lettonie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1990,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1990,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malte,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1994,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Lettonie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1998,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lituanie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1995,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1995,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malte,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,2010,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LKA,Sri Lanka,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,2019,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,15.076834421821,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,30.2270577105014,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,Royaume-Uni,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,15.748031496063,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australie,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1981,,3.78998106731616,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Pays-Bas,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1981,,1.62199374435355,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1981,,2.00381507407255,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1981,,0.82826820814055,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1981,,0.64887351477655,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,18.3625730994152,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Allemagne,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,14.7574102964119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1981,,25.8658806190125,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,RESEARCHER,Chercheurs,TOT,Total,HEADCOUNT,Effectif,A,Annuelle,1981,,36975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,HEADCOUNT,Effectif,A,Annuelle,1981,,6849,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1981,,5.27705334388159,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1981,,1.56018720950947,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1981,,5.23477924220236,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1981,,2.74057812667247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Suisse,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,5727.26928740908,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,Nouvelle-Zélande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,722.712590347264,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Pays-Bas,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,6680.61268402729,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,55196.0801447655,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,424.1646966456,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Islande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,42.3607973248368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Grèce,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,318.076185368428,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1981,,1.01374738923294,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1981,,8458.53067626155,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1984,,1.01401593333286,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,203728.551629044,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,3576.49951414094,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norvège,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,1907.65757356215,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Allemagne,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,48865.6138742321,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1984,,2.07420619634245,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,1807.14495874791,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1984,,15.5469070053257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1984,,14.2251048473618,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgique,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1984,,4.88997555012225,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1984,,4.25174511406382,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,506.853477022879,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1984,,0.30629725617123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1984,,32004.3223709989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australie,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1984,,1.02164829378493,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1982,,20.3805675207603,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1982,,25.7477601654032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1982,,44.411356466877,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,RESEARCHER,Chercheurs,TOT,Total,HEADCOUNT,Effectif,A,Annuelle,1982,,36684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,HEADCOUNT,Effectif,A,Annuelle,1982,,6824,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,5.54754150543907,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,1.53400088207909,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,5.35931812869403,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,2.91725960152365,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Pays-Bas,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1982,,7001.51606063539,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1982,,59289.3091263123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1982,,431.227742119272,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1982,,1.05140412422376,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1982,,9081.35530363039,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1982,,10.8610062722311,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,RESEARCHER,Chercheurs,TOT,Total,HEADCOUNT,Effectif,A,Annuelle,1982,,5736,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1982,,22.799271734183,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,Royaume-Uni,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,5.39192627282212,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,2.64154019583182,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1982,,3.97213035233938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1982,,0.44583414162519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norvège,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1982,,1.22488097446361,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Allemagne,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1982,,2.42025715929831,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,WLD,Monde,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,24393,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgarie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,4.25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,GOVRESEARCHER,Chercheurs du secteur de l’État,TOT,Total,PC_NATIONAL,% du total national,A,Annuelle,1986,,7.35633529356381,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SGP,Singapour,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,1.586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Suisse,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,716.2604,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Pologne,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,2.6667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Pays-Bas,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,619.9151,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,17.3333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,551.3639,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,31.0417,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Grèce,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,2.35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,1548.1474,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,94.0034,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australie,PATENT,Familles de brevets triadiques,TOT,Total,NBR,Nombre,A,Annuelle,1986,,178.5213,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,RESEARCHER,Chercheurs,TOT,Total,1000EMPLOYED,Pour 1 000 actifs occupés,A,Annuelle,1986,,2.62757004462095,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1986,,17910.6833006434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Grèce,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1986,,514.292245825851,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1986,,1.59917092753577,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Autriche,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,MLN_USD,Millions de dollars US,A,Annuelle,1986,,2957.31089424752,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australie,GDEXPRD,Dépenses intérieures brutes de R-D,TOT,Total,PC_GDP,% du PIB,A,Annuelle,1986,,1.1764808593559,,A,,,,,,,
