STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Pays,INDICATOR,Indicateur,SUBJECT,Sujet,MEASURE,Mesure,FREQUENCY,Fréquence,TIME_PERIOD,Temps,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Tchéquie,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,2614.295,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,61.35647,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Suède,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,14321.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,République slovaque,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,1355.465,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,4083.501,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norvège,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,6380.913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexique,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,897.1561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chili,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,74.88832,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,97.75153,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norvège,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,6.289938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chili,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,4452.805,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Suède,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,5809.375,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,3514.682,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,4724.337,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,4441.288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Suède,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,92.3157,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,96.50138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,5335.379,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,9849.415,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,17.07465,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Pologne,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,908.5439,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,9831.336,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,40.78202,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,République slovaque,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,1995,,4.565812,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,6369.895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,1995,,2952.529,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,Inde,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,403.371,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,RUS,Russie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2000,,0.4415067,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2000,,2.440691,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentine,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,1812.872,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Suède,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,6636.817,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,4666.311,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,5391.366,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Lettonie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,2874.55,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,6854.854,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Suède,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,88.87234,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,92.47052,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,7000.491,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,11521,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,3992.062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,22.35344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Pologne,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,3046.101,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,10655.71,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,39.94831,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,République slovaque,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,8.579041,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,6197.434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentine,EDUEXP,Dépenses d'éducation,SRY,Secondaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,2225.171,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXP,Dépenses d'éducation,SRY,Secondaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,8576.475,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Espagne,EDUEXP,Dépenses d'éducation,EARLYCHILDEDU,Éducation de la petite enfance,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,3343.403,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,Inde,EDUEXP,Dépenses d'éducation,SRY,Secondaire,PC_GDP,% du PIB,A,Annuelle,2000,,1.713054,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Pays-Bas,EDUEXP,Dépenses d'éducation,SRY,Secondaire,PC_GDP,% du PIB,A,Annuelle,2000,,1.97219,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexique,EDUEXP,Dépenses d'éducation,SRY,Secondaire,PC_GDP,% du PIB,A,Annuelle,2000,,1.373569,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Pologne,EDUEXP,Dépenses d'éducation,PRY,Primaire,PC_GDP,% du PIB,A,Annuelle,2000,,2.402578,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norvège,EDUEXP,Dépenses d'éducation,PRY,Primaire,PC_GDP,% du PIB,A,Annuelle,2000,,4.923635,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,Nouvelle-Zélande,EDUEXP,Dépenses d'éducation,PRY,Primaire,PC_GDP,% du PIB,A,Annuelle,2000,,1.582741,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finlande,EDUEXP,Dépenses d'éducation,PRY,Primaire,PC_GDP,% du PIB,A,Annuelle,2000,,3.46814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Lettonie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2000,,1.224312,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2000,,4.108842,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2000,,1.604413,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentine,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2000,,3.69871,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2000,,1.104161,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2000,,4.0072,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2000,,3.46174,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,7150.08,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Tchéquie,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,2599.638,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,6410.006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,11245.84,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Grèce,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,3575.023,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,7150.08,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,97.61373,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,Inde,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,0.2234778,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentine,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,1490.717,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,19479.21,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hongrie,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2000,,23.32058,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2000,,12500.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Lettonie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2005,,1.397639,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2005,,3.628862,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israël,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2005,,1.537415,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonie,EDUEXP,Dépenses d'éducation,TRY,Supérieur,PC_GDP,% du PIB,A,Annuelle,2005,,1.135316,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2005,,4.356052,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,PC_GDP,% du PIB,A,Annuelle,2005,,3.45586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonie,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,3706.485,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japon,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,7470.996,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,8941.963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Tchéquie,EDUEXP,Dépenses d'éducation,PRY_NTRY,Du primaire au post-secondaire non tertiaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,4050.523,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,Moyenne OCDE,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2005,,69.95392,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italie,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,7102.731,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonie,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2005,,29.2804,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Irlande,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,10582.48,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Grèce,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,6319.722,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,5127.879,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,Nouvelle-Zélande,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,10394.03,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXP,Dépenses d'éducation,PRY,Primaire,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,8941.963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Danemark,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2005,,96.70573,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgique,EDUEXPTRY,Dépenses de l'enseignement supérieur,PUB,Public,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2005,,88.73288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IND,Inde,EDUEXPTRY,Dépenses de l'enseignement supérieur,PRIV,Privé,PC_EDUEXP,% des dépenses d'éducation,A,Annuelle,2005,,19.07814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,États-Unis,EDUEXP,Dépenses d'éducation,TRY,Supérieur,USD_STUDENT,Dollars US/étudiant,A,Annuelle,2005,,23637.29,,A,,,,,,,
